Rank,Campus,Escola,Cidade,Tipo,Area,Inscritos,Timestamp,Modalidade
20,Formiga,COLEGIO LOSANGO DE FORMIGA-UNIDADE II,Formiga - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,INT
21,Formiga,INSTITUTO EDUCACIONAL AQUARELA,Campo Belo - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,INT
22,Formiga,EM JOSE ANTONIO DO COUTO,Formiga - MG,Pública Municipal,Urbana,1,2026-08-18 17:45:00.000000,INT
23,Formiga,COL STA TERESINHA,Formiga - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,INT
1,Governador Valadares,COL IBITURUNA,Governador Valadares - MG,Privada,Urbana,19,2026-08-18 17:45:00.000000,INT
2,Governador Valadares,EE PROFESSORA ONDINA PINTO DE ALMEIDA,Engenheiro Caldas - MG,Pública Estadual,Urbana,15,2026-08-18 17:45:00.000000,INT
3,Governador Valadares,EE FREI INOCENCIO,Frei Inocêncio - MG,Pública Estadual,Urbana,14,2026-08-18 17:45:00.000000,INT
4,Governador Valadares,EE SAO JOSE,Governador Valadares - MG,Pública Estadual,Urbana,13,2026-08-18 17:45:00.000000,INT
5,Governador Valadares,CENTRO EDUCACIONAL ADVENTISTA DR OTTO KEPPKE,Governador Valadares - MG,Privada,Urbana,12,2026-08-18 17:45:00.000000,INT
6,Governador Valadares,NUCLEO EDUCACIONAL ROSELY ROCHA,Governador Valadares - MG,Privada,Urbana,11,2026-08-18 17:45:00.000000,INT
7,Governador Valadares,EE DIOCESANO,Governador Valadares - MG,Pública Estadual,Urbana,10,2026-08-18 17:45:00.000000,INT
8,Governador Valadares,EM PROFA ANA MORAIS PESSAMILIO,Mathias Lobato - MG,Pública Municipal,Urbana,10,2026-08-18 17:45:00.000000,INT
9,Governador Valadares,COLEGIO FRANCISCANO IMACULADA CONCEICAO,Governador Valadares - MG,Privada,Urbana,10,2026-08-18 17:45:00.000000,INT
10,Governador Valadares,COLEGIO NOSSA SENHORA DE LOURDES,Governador Valadares - MG,Privada,Urbana,9,2026-08-18 17:45:00.000000,INT
11,Governador Valadares,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,9,2026-08-18 17:45:00.000000,INT
12,Governador Valadares,EE NACLE MIGUEL HABIB,Governador Valadares - MG,Pública Estadual,Urbana,9,2026-08-18 17:45:00.000000,INT
13,Governador Valadares,COLEGIO TIRADENTES PMMG,Governador Valadares - MG,Pública Estadual,Urbana,7,2026-08-18 17:45:00.000000,INT
14,Governador Valadares,EE PROFESSOR PAULO FREIRE,Governador Valadares - MG,Pública Estadual,Urbana,7,2026-08-18 17:45:00.000000,INT
15,Governador Valadares,ESCOLA NOVO SABER,Governador Valadares - MG,Privada,Urbana,6,2026-08-18 17:45:00.000000,INT
16,Governador Valadares,COLEGIO BARROS OLIVEIRA,Governador Valadares - MG,Privada,Urbana,5,2026-08-18 17:45:00.000000,INT
17,Governador Valadares,ESCOLA SESI ABILIO RODRIGUES PATTO,Governador Valadares - MG,Privada,Urbana,5,2026-08-18 17:45:00.000000,INT
18,Governador Valadares,COLEGIO HERINGER,Governador Valadares - MG,Privada,Urbana,5,2026-08-18 17:45:00.000000,INT
19,Governador Valadares,EE SINVAL RODRIGUES COELHO,Governador Valadares - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,INT
20,Governador Valadares,EE GERALDA PEREIRA DE ALMEIDA,Sardoá - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
21,Governador Valadares,EE PREFEITO JOAQUIM PEDRO NASCIMENTO,Governador Valadares - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
22,Governador Valadares,EE PROFESSORA MARIA DAMAZIO DE BARROS MENEZES,Governador Valadares - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
23,Governador Valadares,EE ENGENHEIRO AMARO FERREIRA,Tarumirim - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
24,Governador Valadares,EE LABOR CLUB,Governador Valadares - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
25,Governador Valadares,EE CORONEL ANTONIO LOPES,Jampruca - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
26,Governador Valadares,EE ISRAEL PINHEIRO,Governador Valadares - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
27,Governador Valadares,COLEGIO GENOMA I,Governador Valadares - MG,Privada,Urbana,3,2026-08-18 17:45:00.000000,INT
28,Governador Valadares,EE PROFESSOR NELSON DE SENA,Governador Valadares - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,INT
29,Governador Valadares,ESCOLA MUNICIPAL VEREADOR HAMILTON TEODORO,Governador Valadares - MG,Pública Municipal,Urbana,3,2026-08-18 17:45:00.000000,INT
30,Governador Valadares,EE QUINTINO BOCAIUVA,Governador Valadares - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,INT
1,Ibirité,ESCOLA MUNICIPAL VINICIUS DE MORAES,Belo Horizonte - MG,Pública Municipal,Urbana,25,2026-08-18 17:45:00.000000,INT
2,Ibirité,ESCOLA SESI HAMLETO MAGNAVACCA,Belo Horizonte - MG,Privada,Urbana,25,2026-08-18 17:45:00.000000,INT
3,Ibirité,ESCOLA MUNICIPAL JONAS BARCELLOS CORREA,Belo Horizonte - MG,Pública Municipal,Urbana,24,2026-08-18 17:45:00.000000,INT
4,Ibirité,E M DO BAIRRO MORADA DA SERRA,Ibirité - MG,Pública Municipal,Urbana,20,2026-08-18 17:45:00.000000,INT
5,Ibirité,ESCOLA MUNICIPAL PEDRO ALEIXO,Belo Horizonte - MG,Pública Municipal,Urbana,17,2026-08-18 17:45:00.000000,INT
6,Ibirité,E M DE BARREIRINHO,Ibirité - MG,Pública Municipal,Urbana,17,2026-08-18 17:45:00.000000,INT
7,Ibirité,ESCOLA MUNICIPAL PROFESSOR HILTON ROCHA,Belo Horizonte - MG,Pública Municipal,Urbana,16,2026-08-18 17:45:00.000000,INT
8,Ibirité,ESCOLA MUNICIPAL CONEGO SEQUEIRA,Belo Horizonte - MG,Pública Municipal,Urbana,14,2026-08-18 17:45:00.000000,INT
9,Ibirité,COLEGIO CRESCER BUSCAR E MULTIPLICAR,Ibirité - MG,Privada,Urbana,11,2026-08-18 17:45:00.000000,INT
10,Ibirité,ESCOLA MUNICIPAL PETRINA DE FREITAS CAMPOS,Ibirité - MG,Pública Municipal,Urbana,10,2026-08-18 17:45:00.000000,INT
11,Ibirité,EE PROFESSORA NILZA GOMES BERGMAN,Sarzedo - MG,Pública Estadual,Urbana,10,2026-08-18 17:45:00.000000,INT
12,Ibirité,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,10,2026-08-18 17:45:00.000000,INT
13,Ibirité,ESCOLA SESI GENERAL ONESIMO BECKER DE ARAUJO,Belo Horizonte - MG,Privada,Urbana,9,2026-08-18 17:45:00.000000,INT
14,Ibirité,COLEGIO CLOTILDE LEITE,Belo Horizonte - MG,Privada,Urbana,8,2026-08-18 17:45:00.000000,INT
15,Ibirité,EE ANTONIO PINHEIRO DINIZ,Ibirité - MG,Pública Estadual,Urbana,8,2026-08-18 17:45:00.000000,INT
16,Ibirité,E M MARIA DAS MERCES AGUIAR,Ibirité - MG,Pública Municipal,Urbana,8,2026-08-18 17:45:00.000000,INT
17,Ibirité,E M MARIA JOSE CAMPOS DIAS,Ibirité - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
18,Ibirité,ESCOLA SESI ALVIMAR CARNEIRO DE REZENDE,Contagem - MG,Privada,Urbana,7,2026-08-18 17:45:00.000000,INT
19,Ibirité,E M DO BAIRRO JARDIM MONTREAL OURO NEGRO,Ibirité - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
20,Ibirité,EE NO PARQUE ELIZABETH,Ibirité - MG,Pública Estadual,Urbana,6,2026-08-18 17:45:00.000000,INT
21,Ibirité,EM MACHADO DE ASSIS,Contagem - MG,Pública Municipal,Urbana,6,2026-08-18 17:45:00.000000,INT
22,Ibirité,E M VALERIO FERREIRA PALHARES,Betim - MG,Pública Municipal,Urbana,6,2026-08-18 17:45:00.000000,INT
23,Ibirité,E M DO BAIRRO PALMEIRAS,Ibirité - MG,Pública Municipal,Urbana,6,2026-08-18 17:45:00.000000,INT
24,Ibirité,COLEGIO LOS ANGELOS - IPLAS,Belo Horizonte - MG,Privada,Urbana,6,2026-08-18 17:45:00.000000,INT
25,Ibirité,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,Belo Horizonte - MG,Pública Municipal,Urbana,6,2026-08-18 17:45:00.000000,INT
26,Ibirité,ESCOLA SANDOVAL SOARES DE AZEVEDO - ESSA,Ibirité - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,INT
27,Ibirité,ESCOLA MUNICIPAL LUIZ GATTI,Belo Horizonte - MG,Pública Municipal,Urbana,5,2026-08-18 17:45:00.000000,INT
28,Ibirité,EE MARGARIDA BROCHADO,Belo Horizonte - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,INT
29,Ibirité,ESCOLA SESI BENJAMIN GUIMARAES,Contagem - MG,Privada,Urbana,5,2026-08-18 17:45:00.000000,INT
30,Ibirité,COLEGIO JOAO DE BARRO,Belo Horizonte - MG,Privada,Urbana,5,2026-08-18 17:45:00.000000,INT
1,Ipatinga,ESCOLA MUNICIPAL PROFESSORA MARIA DA CONCEICAO PENA ROCHA,Ipatinga - MG,Pública Municipal,Urbana,21,2026-08-18 17:45:00.000000,INT
2,Ipatinga,ESCOLA MUNICIPAL CARLOS DRUMMOND DE ANDRADE,Ipatinga - MG,Pública Municipal,Urbana,14,2026-08-18 17:45:00.000000,INT
3,Ipatinga,EE ALMIRANTE TOYODA,Ipatinga - MG,Pública Estadual,Urbana,13,2026-08-18 17:45:00.000000,INT
4,Ipatinga,COLEGIO CATOLICA PADRE DE MAN,Coronel Fabriciano - MG,Privada,Urbana,12,2026-08-18 17:45:00.000000,INT
5,Ipatinga,ESCOLA MUNICIPAL ARTUR BERNARDES,Ipatinga - MG,Pública Municipal,Urbana,11,2026-08-18 17:45:00.000000,INT
6,Ipatinga,ESCOLA MUNICIPAL ZELIA DUARTE PASSOS,Ipatinga - MG,Pública Municipal,Urbana,11,2026-08-18 17:45:00.000000,INT
7,Ipatinga,EE PADRE JOSE MARIA DE MAN,Coronel Fabriciano - MG,Pública Estadual,Urbana,11,2026-08-18 17:45:00.000000,INT
8,Ipatinga,ESCOLA MUNICIPAL PADRE BERTOLLO,Ipatinga - MG,Pública Municipal,Urbana,10,2026-08-18 17:45:00.000000,INT
9,Ipatinga,EE JOAO WALMICK,Ipatinga - MG,Pública Estadual,Urbana,10,2026-08-18 17:45:00.000000,INT
10,Ipatinga,EE ENGENHEIRO MARCIO AGUIAR DA CUNHA,Ipatinga - MG,Pública Estadual,Urbana,10,2026-08-18 17:45:00.000000,INT
11,Ipatinga,ESCOLA MUNICIPAL PADRE CICERO DE CASTRO,Ipatinga - MG,Pública Municipal,Urbana,9,2026-08-18 17:45:00.000000,INT
12,Ipatinga,EE DOUTOR OVIDIO DE ANDRADE,Ipatinga - MG,Pública Estadual,Urbana,9,2026-08-18 17:45:00.000000,INT
13,Ipatinga,EE HERBERT JOSE DE SOUZA BETINHO,Santana do Paraíso - MG,Pública Estadual,Urbana,8,2026-08-18 17:45:00.000000,INT
14,Ipatinga,ESCOLA SESI SANTA RITA DE CASSIA,Ipatinga - MG,Privada,Urbana,8,2026-08-18 17:45:00.000000,INT
15,Ipatinga,ESCOLA MUNICIPAL LEVINDO MARIANO,Ipatinga - MG,Pública Municipal,Urbana,8,2026-08-18 17:45:00.000000,INT
16,Ipatinga,ESCOLA MUNICIPAL VILMA DE FARIA SILVA,Ipatinga - MG,Pública Municipal,Urbana,8,2026-08-18 17:45:00.000000,INT
17,Ipatinga,ESCOLA MUNICIPAL ALTINA OLIVIA GONCALVES,Ipatinga - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
18,Ipatinga,ESCOLA MUNICIPAL CHIRLENE CRISTINA PEREIRA,Ipatinga - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
19,Ipatinga,ESCOLA MUNICIPAL DEOLINDA TAVARES LAMEGO,Ipatinga - MG,Pública Municipal,Urbana,6,2026-08-18 17:45:00.000000,INT
20,Ipatinga,EE JOAO XXIII,Ipatinga - MG,Pública Estadual,Urbana,6,2026-08-18 17:45:00.000000,INT
21,Ipatinga,ESCOLA MUNICIPAL MARCIO ANDRADE GUERRA,Ipatinga - MG,Pública Municipal,Urbana,6,2026-08-18 17:45:00.000000,INT
22,Ipatinga,COLEGIO SAO FRANCISCO XAVIER - CARIRU,Ipatinga - MG,Privada,Urbana,6,2026-08-18 17:45:00.000000,INT
23,Ipatinga,COLEGIO ADVENTISTA DE IPATINGA,Ipatinga - MG,Privada,Urbana,5,2026-08-18 17:45:00.000000,INT
24,Ipatinga,ESCOLA MUNICIPAL FRANCISCO GONCALVES DE BRITTO,Belo Oriente - MG,Pública Municipal,Urbana,5,2026-08-18 17:45:00.000000,INT
25,Ipatinga,EE SONIA MARIA SILVA GOMES,Ipatinga - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,INT
26,Ipatinga,EE DOM HELVECIO,Ipatinga - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,INT
27,Ipatinga,NUCLEO PEDAG SEMENTINHA MAGICA,Ipatinga - MG,Privada,Urbana,5,2026-08-18 17:45:00.000000,INT
28,Ipatinga,ESCOLA MUNICIPAL NELCINA ROSA DE JESUS,Ipatinga - MG,Pública Municipal,Urbana,4,2026-08-18 17:45:00.000000,INT
29,Ipatinga,ESCOLA CRIAR E APRENDER,Ipatinga - MG,Privada,Urbana,4,2026-08-18 17:45:00.000000,INT
30,Ipatinga,COLEGIO CATOLICA DE TIMOTEO,Timóteo - MG,Privada,Urbana,4,2026-08-18 17:45:00.000000,INT
1,Itabirito,ESCOLA MUNICIPAL MANOEL SALVADOR DE OLIVEIRA,Itabirito - MG,Pública Municipal,Urbana,40,2026-08-18 17:45:00.000000,INT
2,Itabirito,ESCOLA MUNICIPAL JOSE FERREIRA BASTOS,Itabirito - MG,Pública Municipal,Urbana,34,2026-08-18 17:45:00.000000,INT
3,Itabirito,ESCOLA MUNICIPAL ANA AMELIA QUEIROZ,Itabirito - MG,Pública Municipal,Urbana,17,2026-08-18 17:45:00.000000,INT
4,Itabirito,EE PROFESSOR TIBURCIO,Itabirito - MG,Pública Estadual,Urbana,16,2026-08-18 17:45:00.000000,INT
5,Itabirito,CEMI - PROF ALCIDES RODRIGUES PEREIRA,Itabirito - MG,Pública Municipal,Urbana,14,2026-08-18 17:45:00.000000,INT
6,Itabirito,EE DOUTOR RAUL SOARES,Itabirito - MG,Pública Estadual,Urbana,10,2026-08-18 17:45:00.000000,INT
7,Itabirito,ESCOLA EPHIGENIA DE OLIVEIRA BATISTA,Itabirito - MG,Privada,Urbana,9,2026-08-18 17:45:00.000000,INT
8,Itabirito,INSTITUTO SANTO ANTONIO DE PADUA,Itabirito - MG,Privada,Urbana,5,2026-08-18 17:45:00.000000,INT
9,Itabirito,EE ENGENHEIRO QUEIROZ JUNIOR,Itabirito - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
10,Itabirito,EE HENRIQUE MICHEL,Itabirito - MG,Pública Estadual,Urbana,4,2026-08-18 17:45:00.000000,INT
11,Itabirito,ESCOLA PROFESSOR JAYME DE SOUZA MARTINS - UNIDADE II,Itabirito - MG,Privada,Urbana,3,2026-08-18 17:45:00.000000,INT
12,Itabirito,EE INTENDENTE CAMARA,Itabirito - MG,Pública Estadual,Urbana,3,2026-08-18 17:45:00.000000,INT
13,Itabirito,COL CHROMOS BURITIS,Belo Horizonte - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,INT
14,Itabirito,EM MAJOR RAIMUNDO FELICISSIMO,Ouro Preto - MG,Pública Municipal,Urbana,1,2026-08-18 17:45:00.000000,INT
15,Itabirito,CENTRO DE EDUCACAO MUNICIPAL PADRE AVELAR,Mariana - MG,Pública Municipal,Urbana,1,2026-08-18 17:45:00.000000,INT
16,Itabirito,EE LEVINDO COSTA CARVALHO,Ouro Branco - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,INT
17,Itabirito,CENTRO EDUCACIONAL OURO PRETO,Ouro Preto - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,INT
18,Itabirito,IFMG - CAMPUS AVANCADO ITABIRITO,Itabirito - MG,Pública Federal,Urbana,1,2026-08-18 17:45:00.000000,INT
19,Itabirito,EE MARIA JOSEFINA SALES WARDI,Nova Lima - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,INT
1,Ouro Branco,COLEGIO MUNICIPAL JOAO XXIII,Ouro Branco - MG,Pública Municipal,Urbana,27,2026-08-18 17:45:00.000000,INT
2,Ouro Branco,ESCOLA MUNICIPAL PROFESSOR DORIOL BEATO,Conselheiro Lafaiete - MG,Pública Municipal,Urbana,27,2026-08-18 17:45:00.000000,INT
3,Ouro Branco,ESCOLA MUNICIPAL LIVRE MENTE,Ouro Branco - MG,Pública Municipal,Urbana,25,2026-08-18 17:45:00.000000,INT
4,Ouro Branco,EE LEVINDO COSTA CARVALHO,Ouro Branco - MG,Pública Estadual,Urbana,24,2026-08-18 17:45:00.000000,INT
5,Ouro Branco,COLEGIO ARQUIDIOCESANO DE OURO BRANCO,Ouro Branco - MG,Privada,Urbana,19,2026-08-18 17:45:00.000000,INT
6,Ouro Branco,EE CONEGO LUIZ VIEIRA DA SILVA,Ouro Branco - MG,Pública Estadual,Urbana,13,2026-08-18 17:45:00.000000,INT
7,Ouro Branco,COLEGIO BATISTA MINEIRO- UNIDADE OURO BRANCO,Ouro Branco - MG,Privada,Urbana,12,2026-08-18 17:45:00.000000,INT
8,Ouro Branco,COLEGIO MUN PIO XII,Ouro Branco - MG,Pública Municipal,Urbana,11,2026-08-18 17:45:00.000000,INT
9,Ouro Branco,COLEGIO NOSSA SENHORA DE NAZARE,Conselheiro Lafaiete - MG,Privada,Urbana,10,2026-08-18 17:45:00.000000,INT
10,Ouro Branco,ESCOLA MUNICIPAL MERIDIONAL,Conselheiro Lafaiete - MG,Pública Municipal,Urbana,8,2026-08-18 17:45:00.000000,INT
11,Ouro Branco,ESCOLA MUNICIPAL NAPOLEAO REIS,Conselheiro Lafaiete - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
12,Ouro Branco,EM ZULEIKA HALFELD DE ALBUQUERQUE,Jeceaba - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
13,Ouro Branco,EM OSWALDO CRUZ,Ouro Branco - MG,Pública Municipal,Rural,6,2026-08-18 17:45:00.000000,INT
14,Ouro Branco,EE PROFESSOR ASTOR VIANNA,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,INT
15,Ouro Branco,INSTITUTO EDUCACIONAL MARGARIDA REZENDE,Conselheiro Lafaiete - MG,Privada,Urbana,4,2026-08-18 17:45:00.000000,INT
16,Ouro Branco,COL POTENCIA,Conselheiro Lafaiete - MG,Privada,Urbana,4,2026-08-18 17:45:00.000000,INT
17,Ouro Branco,COLEGIO MONTEIRO LOBATO,Conselheiro Lafaiete - MG,Privada,Urbana,4,2026-08-18 17:45:00.000000,INT
18,Ouro Branco,COLEGIO EDUCAR,Conselheiro Lafaiete - MG,Privada,Urbana,3,2026-08-18 17:45:00.000000,INT
19,Ouro Branco,EE GENERAL SYLVIO RAULINO DE OLIVEIRA,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,INT
20,Ouro Branco,EE CORONEL JOSE ILDEFONSO,Piranga - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,INT
21,Ouro Branco,EE CORONEL CELSO RESENDE,Caranaíba - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,INT
22,Ouro Branco,EE RIBEIRO DE OLIVEIRA,Entre Rios de Minas - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,INT
23,Ouro Branco,ESCOLA MUNICIPAL PROFESSORA NILCE MOREIRA,Conselheiro Lafaiete - MG,Pública Municipal,Urbana,2,2026-08-18 17:45:00.000000,INT
24,Ouro Branco,EE PROFESSORA NOEMI NOGUEIRA,Itaverava - MG,Pública Estadual,Urbana,2,2026-08-18 17:45:00.000000,INT
25,Ouro Branco,EE LUIZ DE MELLO VIANNA SOBRINHO,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,INT
26,Ouro Branco,EE GERALDO BITTENCOURT,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,INT
27,Ouro Branco,IFMG - CAMPUS OURO BRANCO,Ouro Branco - MG,Pública Federal,Urbana,1,2026-08-18 17:45:00.000000,INT
28,Ouro Branco,COL STA RITA FASAR,Conselheiro Lafaiete - MG,Privada,Urbana,1,2026-08-18 17:45:00.000000,INT
29,Ouro Branco,EE JOSE MARIA DE MORAIS,Barão de Cocais - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,INT
30,Ouro Branco,EE DOMINGOS BEBIANO,Conselheiro Lafaiete - MG,Pública Estadual,Urbana,1,2026-08-18 17:45:00.000000,INT
1,Ouro Preto,EM TOMAS ANTONIO GONZAGA,Ouro Preto - MG,Pública Municipal,Urbana,34,2026-08-18 17:45:00.000000,INT
2,Ouro Preto,EE PROFESSOR SOARES FERREIRA,Mariana - MG,Pública Estadual,Urbana,34,2026-08-18 17:45:00.000000,INT
3,Ouro Preto,EE PADRE AFONSO DE LEMOS,Ouro Preto - MG,Pública Estadual,Urbana,23,2026-08-18 17:45:00.000000,INT
4,Ouro Preto,EE DOM VELLOSO,Ouro Preto - MG,Pública Estadual,Urbana,20,2026-08-18 17:45:00.000000,INT
5,Ouro Preto,ESCOLA MUNICIPAL MANOEL SALVADOR DE OLIVEIRA,Itabirito - MG,Pública Municipal,Urbana,19,2026-08-18 17:45:00.000000,INT
6,Ouro Preto,EE MARILIA DE DIRCEU,Ouro Preto - MG,Pública Estadual,Urbana,19,2026-08-18 17:45:00.000000,INT
7,Ouro Preto,COLEGIO ARQUIDIOCESANO DE OURO PRETO,Ouro Preto - MG,Privada,Urbana,17,2026-08-18 17:45:00.000000,INT
8,Ouro Preto,CENTRO DE EDUCACAO MUNICIPAL PADRE AVELAR,Mariana - MG,Pública Municipal,Urbana,16,2026-08-18 17:45:00.000000,INT
9,Ouro Preto,EM MAJOR RAIMUNDO FELICISSIMO,Ouro Preto - MG,Pública Municipal,Urbana,14,2026-08-18 17:45:00.000000,INT
10,Ouro Preto,EM DOM LUCIANO PEDRO MENDES DE ALMEIDA,Mariana - MG,Pública Municipal,Urbana,13,2026-08-18 17:45:00.000000,INT
11,Ouro Preto,ESCOLA MUNICIPAL JOSE FERREIRA BASTOS,Itabirito - MG,Pública Municipal,Urbana,12,2026-08-18 17:45:00.000000,INT
12,Ouro Preto,COLEGIO DOM VICOSO,Mariana - MG,Privada,Urbana,11,2026-08-18 17:45:00.000000,INT
13,Ouro Preto,OUTROS (ESCOLA NÃO LOCALIZADA/OUTROS PAÍSES),Outra - OU,Privada,Urbana,10,2026-08-18 17:45:00.000000,INT
14,Ouro Preto,EM PROFA HAYDEE ANTUNES,Ouro Preto - MG,Pública Municipal,Urbana,10,2026-08-18 17:45:00.000000,INT
15,Ouro Preto,COL SINAPSE,Ouro Preto - MG,Privada,Urbana,9,2026-08-18 17:45:00.000000,INT
16,Ouro Preto,ESCOLA MUNICIPAL ANA AMELIA QUEIROZ,Itabirito - MG,Pública Municipal,Urbana,9,2026-08-18 17:45:00.000000,INT
17,Ouro Preto,INSTITUTO SANTO ANTONIO DE PADUA,Itabirito - MG,Privada,Urbana,9,2026-08-18 17:45:00.000000,INT
18,Ouro Preto,ESCOLA PROFESSOR JAYME DE SOUZA MARTINS - UNIDADE II,Itabirito - MG,Privada,Urbana,9,2026-08-18 17:45:00.000000,INT
19,Ouro Preto,ESCOLA MUNICIPAL DOUTOR ALVES DE BRITO,Ouro Preto - MG,Pública Municipal,Urbana,8,2026-08-18 17:45:00.000000,INT
20,Ouro Preto,EM BENEDITO XAVIER,Ouro Preto - MG,Pública Municipal,Urbana,8,2026-08-18 17:45:00.000000,INT
21,Ouro Preto,ESCOLA TEIXEIRA DIAS,Mariana - MG,Privada,Urbana,8,2026-08-18 17:45:00.000000,INT
22,Ouro Preto,EM ALEIJADINHO,Ouro Preto - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
23,Ouro Preto,EM DOM OSCAR DE OLIVEIRA,Mariana - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
24,Ouro Preto,EE ALZIRA AYRES PEREIRA,Catas Altas - MG,Pública Estadual,Urbana,7,2026-08-18 17:45:00.000000,INT
25,Ouro Preto,EE DOM PEDRO II,Ouro Preto - MG,Pública Estadual,Urbana,7,2026-08-18 17:45:00.000000,INT
26,Ouro Preto,COLEGIO PROVIDENCIA,Mariana - MG,Privada,Urbana,7,2026-08-18 17:45:00.000000,INT
27,Ouro Preto,EM PROFA JUVENTINA DRUMMOND,Ouro Preto - MG,Pública Municipal,Urbana,7,2026-08-18 17:45:00.000000,INT
28,Ouro Preto,EE DE OURO PRETO,Ouro Preto - MG,Pública Estadual,Urbana,6,2026-08-18 17:45:00.000000,INT
29,Ouro Preto,EM PADRE CARMELIO AUGUSTO TEIXEIRA,Ouro Preto - MG,Pública Municipal,Urbana,6,2026-08-18 17:45:00.000000,INT
30,Ouro Preto,ADJETIVO - CETEP CENTRO TECNICO ENSINO PROFISSIONAL,Mariana - MG,Privada,Urbana,6,2026-08-18 17:45:00.000000,INT
1,Piumhi,EE PROFESSOR JOSE VICENTE,Piumhi - MG,Pública Estadual,Urbana,15,2026-08-18 17:45:00.000000,INT
2,Piumhi,EE PADRE JOSE ESPINDOLA,Pimenta - MG,Pública Estadual,Urbana,15,2026-08-18 17:45:00.000000,INT
3,Piumhi,EE PROFESSOR FRANCISCO DE PAULA REBELO HORTA,Piumhi - MG,Pública Estadual,Urbana,11,2026-08-18 17:45:00.000000,INT
4,Piumhi,COLEGIO PRESBITERIANO DE PIUMHI,Piumhi - MG,Privada,Urbana,10,2026-08-18 17:45:00.000000,INT
5,Piumhi,EE CORONEL LOURENCO BELO,Capitólio - MG,Pública Estadual,Urbana,9,2026-08-18 17:45:00.000000,INT
6,Piumhi,INSTITUTO PERFIL DE EDUCACAO,Piumhi - MG,Privada,Urbana,8,2026-08-18 17:45:00.000000,INT
7,Piumhi,COL LOSANGO DE PIUMHI,Piumhi - MG,Privada,Urbana,7,2026-08-18 17:45:00.000000,INT
8,Piumhi,EE PROFESSOR JOAO MENEZES,Piumhi - MG,Pública Estadual,Urbana,5,2026-08-18 17:45:00.000000,INT
9,Piumhi,EM MARIA EULALIA DE JESUS,Doresópolis - MG,Pública Municipal,Urbana,3,2026-08-18 17:45:00.000000,INT
1,Ponte Nova,ESCOLA MUNICIPAL JOSE MARIA DA FONSECA,Ponte Nova - MG,Pública Municipal,Urbana,79,2026-08-18 17:45:00.000000,INT
2,Ponte Nova,INSTITUTO MONTESSORI,Ponte Nova - MG,Privada,Urbana,33,2026-08-18 17:45:00.000000,INT
